"","date","series","value"
"1124",2021-02-16,"GSCI.TR",2261.934
"1125",2021-02-16,"XAUUSD.Curncy",1794.47
"1126",2021-02-16,"S.P500.TR",8139.16
"1127",2021-02-16,"ABCTRI",5260.888101
"1128",2021-02-16,"CL1.Comdty",60.05
"1129",2021-02-17,"BCOM.TR",181.9042
"1130",2021-02-17,"GSCI.TR",2275.781
"1131",2021-02-17,"XAUUSD.Curncy",1776.13
"1132",2021-02-17,"S.P500.TR",8137.88
"1133",2021-02-17,"ABCTRI",5271.458702
"1134",2021-02-17,"CL1.Comdty",61.14
"1135",2021-02-18,"BCOM.TR",181.9882
"1136",2021-02-18,"GSCI.TR",2273.989
"1137",2021-02-18,"XAUUSD.Curncy",1775.67
"1138",2021-02-18,"S.P500.TR",8102.24
"1139",2021-02-18,"ABCTRI",5292.125129
"1140",2021-02-18,"CL1.Comdty",60.52
"1141",2021-02-19,"BCOM.TR",182.118
"1142",2021-02-19,"GSCI.TR",2261.053
"1143",2021-02-19,"XAUUSD.Curncy",1784.25
"1144",2021-02-19,"S.P500.TR",8087.68
"1145",2021-02-19,"ABCTRI",5320.488577
"1146",2021-02-19,"CL1.Comdty",59.24
"1147",2021-02-22,"BCOM.TR",185.107
"1148",2021-02-22,"GSCI.TR",2313.067
"1149",2021-02-22,"XAUUSD.Curncy",1809.67
"1150",2021-02-22,"S.P500.TR",8025.81
"1151",2021-02-22,"ABCTRI",5409.372609
"1152",2021-02-22,"CL1.Comdty",61.49
"1153",2021-02-23,"BCOM.TR",184.9332
"1154",2021-02-23,"GSCI.TR",2314.319
"1155",2021-02-23,"XAUUSD.Curncy",1805.73
"1156",2021-02-23,"S.P500.TR",8036.06
"1157",2021-02-23,"ABCTRI",5417.012196
"1158",2021-02-23,"CL1.Comdty",61.67
"1159",2021-02-24,"BCOM.TR",186.9921
"1160",2021-02-24,"GSCI.TR",2353.483
"1161",2021-02-24,"XAUUSD.Curncy",1805.06
"1162",2021-02-24,"S.P500.TR",8127.38
"1163",2021-02-24,"ABCTRI",5494.410116
"1164",2021-02-24,"CL1.Comdty",63.22
"1165",2021-02-25,"BCOM.TR",185.9999
"1166",2021-02-25,"GSCI.TR",2350.445
"1167",2021-02-25,"XAUUSD.Curncy",1770.56
"1168",2021-02-25,"S.P500.TR",7929.56
"1169",2021-02-25,"ABCTRI",5448.44801
"1170",2021-02-25,"CL1.Comdty",63.53
"1171",2021-02-26,"BCOM.TR",182.0712
"1172",2021-02-26,"GSCI.TR",2294.251
"1173",2021-02-26,"XAUUSD.Curncy",1734.04
"1174",2021-02-26,"S.P500.TR",7892.81
"1175",2021-02-26,"ABCTRI",5355.264609
"1176",2021-02-26,"CL1.Comdty",61.5
"1177",2021-03-01,"BCOM.TR",181.0135
"1178",2021-03-01,"GSCI.TR",2273.273
"1179",2021-03-01,"XAUUSD.Curncy",1725.04
"1180",2021-03-01,"S.P500.TR",8080.78
"1181",2021-03-01,"ABCTRI",5359.024438
"1182",2021-03-01,"CL1.Comdty",60.64
"1183",2021-03-02,"BCOM.TR",182.0206
"1184",2021-03-02,"GSCI.TR",2270.099
"1185",2021-03-02,"XAUUSD.Curncy",1738.36
"1186",2021-03-02,"S.P500.TR",8015.54
"1187",2021-03-02,"ABCTRI",5385.897048
"1188",2021-03-02,"CL1.Comdty",59.75
"1189",2021-03-03,"BCOM.TR",181.2026
"1190",2021-03-03,"GSCI.TR",2282.829
"1191",2021-03-03,"XAUUSD.Curncy",1711.23
"1192",2021-03-03,"S.P500.TR",7911.21
"1193",2021-03-03,"ABCTRI",5368.48268
"1194",2021-03-03,"CL1.Comdty",61.28
"1195",2021-03-04,"BCOM.TR",181.0135
"1196",2021-03-04,"GSCI.TR",2315.249
"1197",2021-03-04,"XAUUSD.Curncy",1697.52
"1198",2021-03-04,"S.P500.TR",7806.45
"1199",2021-03-04,"ABCTRI",5371.530015
"1200",2021-03-04,"CL1.Comdty",63.83
"1201",2021-03-05,"BCOM.TR",183.3139
"1202",2021-03-05,"GSCI.TR",2363.471
"1203",2021-03-05,"XAUUSD.Curncy",1700.64
"1204",2021-03-05,"S.P500.TR",7958.98
"1205",2021-03-05,"ABCTRI",5443.133491
"1206",2021-03-05,"CL1.Comdty",66.09
"1207",2021-03-08,"BCOM.TR",182.2674
"1208",2021-03-08,"GSCI.TR",2344.465
"1209",2021-03-08,"XAUUSD.Curncy",1683.54
"1210",2021-03-08,"S.P500.TR",7916.41
"1211",2021-03-08,"ABCTRI",5437.592404
"1212",2021-03-08,"CL1.Comdty",65.05
"1213",2021-03-09,"BCOM.TR",182.3785
"1214",2021-03-09,"GSCI.TR",2330.279
"1215",2021-03-09,"XAUUSD.Curncy",1716.1
"1216",2021-03-09,"S.P500.TR",8029.2
"1217",2021-03-09,"ABCTRI",5394.433368
"1218",2021-03-09,"CL1.Comdty",64.01
"1219",2021-03-10,"BCOM.TR",182.2099
"1220",2021-03-10,"GSCI.TR",2332.184
"1221",2021-03-10,"XAUUSD.Curncy",1726.71
"1222",2021-03-10,"S.P500.TR",8078.05
"1223",2021-03-10,"ABCTRI",5400.135076
"1224",2021-03-10,"CL1.Comdty",64.44
"1225",2021-03-11,"BCOM.TR",184.2026
"1226",2021-03-11,"GSCI.TR",2369.657
"1227",2021-03-11,"XAUUSD.Curncy",1722.6
"1228",2021-03-11,"S.P500.TR",8162.58
"1229",2021-03-11,"ABCTRI",5467.181496
"1230",2021-03-11,"CL1.Comdty",66.02
"1231",2021-03-12,"BCOM.TR",183.5272
"1232",2021-03-12,"GSCI.TR",2363.915
"1233",2021-03-12,"XAUUSD.Curncy",1727.11
"1234",2021-03-12,"S.P500.TR",8172.9
"1235",2021-03-12,"ABCTRI",5452.960878
"1236",2021-03-12,"CL1.Comdty",65.61
"1237",2021-03-15,"BCOM.TR",183.5368
"1238",2021-03-15,"GSCI.TR",2362.431
"1239",2021-03-15,"XAUUSD.Curncy",1731.67
"1240",2021-03-15,"S.P500.TR",8226.32
"1241",2021-03-15,"ABCTRI",5446.360054
"1242",2021-03-15,"CL1.Comdty",65.39
"1243",2021-03-16,"BCOM.TR",183.5297
"1244",2021-03-16,"GSCI.TR",2354.15
"1245",2021-03-16,"XAUUSD.Curncy",1731.4
"1246",2021-03-16,"S.P500.TR",8213.63
"1247",2021-03-16,"ABCTRI",5432.747012
"1248",2021-03-16,"CL1.Comdty",64.8
"1249",2021-03-17,"BCOM.TR",182.9603
"1250",2021-03-17,"GSCI.TR",2346.589
"1251",2021-03-17,"XAUUSD.Curncy",1745.33
"1252",2021-03-17,"S.P500.TR",8237.35
"1253",2021-03-17,"ABCTRI",5418.346464
"1254",2021-03-17,"CL1.Comdty",64.6
"1255",2021-03-18,"BCOM.TR",178.6208
"1256",2021-03-18,"GSCI.TR",2253.797
"1257",2021-03-18,"XAUUSD.Curncy",1736.42
"1258",2021-03-18,"S.P500.TR",8116.17
"1259",2021-03-18,"ABCTRI",5314.74334
"1260",2021-03-18,"CL1.Comdty",60
"1261",2021-03-19,"BCOM.TR",180.4579
"1262",2021-03-19,"GSCI.TR",2281.736
"1263",2021-03-19,"XAUUSD.Curncy",1745.23
"1264",2021-03-19,"S.P500.TR",8112.13
"1265",2021-03-19,"ABCTRI",5336.273031
"1266",2021-03-19,"CL1.Comdty",61.42
"1267",2021-03-22,"BCOM.TR",180.7753
"1268",2021-03-22,"GSCI.TR",2284.29
"1269",2021-03-22,"XAUUSD.Curncy",1739.03
"1270",2021-03-22,"S.P500.TR",8169.14
"1271",2021-03-22,"ABCTRI",5332.184341
"1272",2021-03-22,"CL1.Comdty",61.55
"1273",2021-03-23,"BCOM.TR",177.5976
"1274",2021-03-23,"GSCI.TR",2215.893
"1275",2021-03-23,"XAUUSD.Curncy",1727.07
"1276",2021-03-23,"S.P500.TR",8106.83
"1277",2021-03-23,"ABCTRI",5274.657819
"1278",2021-03-23,"CL1.Comdty",57.76
"1279",2021-03-24,"BCOM.TR",180.0849
"1280",2021-03-24,"GSCI.TR",2277.534
"1281",2021-03-24,"XAUUSD.Curncy",1734.69
"1282",2021-03-24,"S.P500.TR",8063
"1283",2021-03-24,"ABCTRI",5320.181761
"1284",2021-03-24,"CL1.Comdty",61.18
"1285",2021-03-25,"BCOM.TR",177.1982
"1286",2021-03-25,"GSCI.TR",2220.253
"1287",2021-03-25,"XAUUSD.Curncy",1726.93
"1288",2021-03-25,"S.P500.TR",8105.51
"1289",2021-03-25,"ABCTRI",5216.379149
"1290",2021-03-25,"CL1.Comdty",58.56
"1291",2021-03-26,"BCOM.TR",179.6295
"1292",2021-03-26,"GSCI.TR",2276.526
"1293",2021-03-26,"XAUUSD.Curncy",1732.52
"1294",2021-03-26,"S.P500.TR",8240.38
"1295",2021-03-26,"ABCTRI",5278.44627
"1296",2021-03-26,"CL1.Comdty",60.97
"1297",2021-03-29,"BCOM.TR",179.2047
"1298",2021-03-29,"GSCI.TR",2279.227
"1299",2021-03-29,"XAUUSD.Curncy",1712.2
"1300",2021-03-29,"S.P500.TR",8233.24
"1301",2021-03-29,"ABCTRI",5270.777706
"1302",2021-03-29,"CL1.Comdty",61.56
"1303",2021-03-30,"BCOM.TR",176.6847
"1304",2021-03-30,"GSCI.TR",2252.278
"1305",2021-03-30,"XAUUSD.Curncy",1685.2
"1306",2021-03-30,"S.P500.TR",8208.1
"1307",2021-03-30,"ABCTRI",5229.189473
"1308",2021-03-30,"CL1.Comdty",60.55
"1309",2021-03-31,"BCOM.TR",178.1622
"1310",2021-03-31,"GSCI.TR",2244.832
"1311",2021-03-31,"XAUUSD.Curncy",1707.71
"1312",2021-03-31,"S.P500.TR",8238.48
"1313",2021-03-31,"ABCTRI",5280.38338
"1314",2021-03-31,"CL1.Comdty",59.16
"1315",2021-04-01,"BCOM.TR",178.9938
"1316",2021-04-01,"GSCI.TR",2276.577
"1317",2021-04-01,"XAUUSD.Curncy",1729.31
"1318",2021-04-01,"S.P500.TR",8335.91
"1319",2021-04-01,"ABCTRI",5316.661577
"1320",2021-04-01,"CL1.Comdty",61.45
"1321",2021-04-02,"BCOM.TR",178.9938
"1322",2021-04-02,"GSCI.TR",2276.577
"1323",2021-04-02,"XAUUSD.Curncy",1728.87
"1324",2021-04-02,"S.P500.TR",8335.91
"1325",2021-04-02,"ABCTRI",5316.72494
"1326",2021-04-02,"CL1.Comdty",61.45
"1327",2021-04-05,"BCOM.TR",177.2326
"1328",2021-04-05,"GSCI.TR",2230.037
"1329",2021-04-05,"XAUUSD.Curncy",1728.27
"1330",2021-04-05,"S.P500.TR",8457.4
"1331",2021-04-05,"ABCTRI",5296.04469
"1332",2021-04-05,"CL1.Comdty",58.65
"1333",2021-04-06,"BCOM.TR",178.506
"1334",2021-04-06,"GSCI.TR",2250.411
"1335",2021-04-06,"XAUUSD.Curncy",1743.27
"1336",2021-04-06,"S.P500.TR",8449.54
"1337",2021-04-06,"ABCTRI",5322.088551
"1338",2021-04-06,"CL1.Comdty",59.33
"1339",2021-04-07,"BCOM.TR",178.847
"1340",2021-04-07,"GSCI.TR",2257.025
"1341",2021-04-07,"XAUUSD.Curncy",1737.72
"1342",2021-04-07,"S.P500.TR",8462.18
"1343",2021-04-07,"ABCTRI",5329.205582
"1344",2021-04-07,"CL1.Comdty",59.77
"1345",2021-04-08,"BCOM.TR",180.1964
"1346",2021-04-08,"GSCI.TR",2270.415
"1347",2021-04-08,"XAUUSD.Curncy",1755.84
"1348",2021-04-08,"S.P500.TR",8499.85
"1349",2021-04-08,"ABCTRI",5360.475129
"1350",2021-04-08,"CL1.Comdty",59.6
"1351",2021-04-09,"BCOM.TR",179.4088
"1352",2021-04-09,"GSCI.TR",2263.286
"1353",2021-04-09,"XAUUSD.Curncy",1743.88
"1354",2021-04-09,"S.P500.TR",8565.57
"1355",2021-04-09,"ABCTRI",5363.981358
"1356",2021-04-09,"CL1.Comdty",59.32
"1357",2021-04-12,"BCOM.TR",178.4569
"1358",2021-04-12,"GSCI.TR",2259.425
"1359",2021-04-12,"XAUUSD.Curncy",1732.76
"1360",2021-04-12,"S.P500.TR",8564.03
"1361",2021-04-12,"ABCTRI",5346.56177
"1362",2021-04-12,"CL1.Comdty",59.7
"1363",2021-04-13,"BCOM.TR",180.0258
"1364",2021-04-13,"GSCI.TR",2275.118
"1365",2021-04-13,"XAUUSD.Curncy",1745.51
"1366",2021-04-13,"S.P500.TR",8592.25
"1367",2021-04-13,"ABCTRI",5375.66541
"1368",2021-04-13,"CL1.Comdty",60.18
"1369",2021-04-14,"BCOM.TR",183.3646
"1370",2021-04-14,"GSCI.TR",2341.502
"1371",2021-04-14,"XAUUSD.Curncy",1736.43
"1372",2021-04-14,"S.P500.TR",8558.16
"1373",2021-04-14,"ABCTRI",5468.291983
"1374",2021-04-14,"CL1.Comdty",63.15
"1375",2021-04-15,"BCOM.TR",184.8182
"1376",2021-04-15,"GSCI.TR",2354.162
"1377",2021-04-15,"XAUUSD.Curncy",1763.95
"1378",2021-04-15,"S.P500.TR",8653.29
"1379",2021-04-15,"ABCTRI",5496.814605
"1380",2021-04-15,"CL1.Comdty",63.46
"1381",2021-04-16,"BCOM.TR",184.7451
"1382",2021-04-16,"GSCI.TR",2347.299
"1383",2021-04-16,"XAUUSD.Curncy",1776.51
"1384",2021-04-16,"S.P500.TR",8684.51
"1385",2021-04-16,"ABCTRI",5490.855548
"1386",2021-04-16,"CL1.Comdty",63.13
"1387",2021-04-19,"BCOM.TR",185.2963
"1388",2021-04-19,"GSCI.TR",2356.217
"1389",2021-04-19,"XAUUSD.Curncy",1771.43
"1390",2021-04-19,"S.P500.TR",8638.42
"1391",2021-04-19,"ABCTRI",5503.584617
"1392",2021-04-19,"CL1.Comdty",63.38
"1393",2021-04-20,"BCOM.TR",185.7093
"1394",2021-04-20,"GSCI.TR",2350.183
"1395",2021-04-20,"XAUUSD.Curncy",1778.75
"1396",2021-04-20,"S.P500.TR",8579.95
"1397",2021-04-20,"ABCTRI",5518.868464
"1398",2021-04-20,"CL1.Comdty",62.44
"1399",2021-04-21,"BCOM.TR",186.3254
"1400",2021-04-21,"GSCI.TR",2339.915
"1401",2021-04-21,"XAUUSD.Curncy",1793.79
"1402",2021-04-21,"S.P500.TR",8659.8
"1403",2021-04-21,"ABCTRI",5540.46937
"1404",2021-04-21,"CL1.Comdty",61.35
"1405",2021-04-22,"BCOM.TR",187.829
"1406",2021-04-22,"GSCI.TR",2354.683
"1407",2021-04-22,"XAUUSD.Curncy",1783.94
"1408",2021-04-22,"S.P500.TR",8580.73
"1409",2021-04-22,"ABCTRI",5586.329997
"1410",2021-04-22,"CL1.Comdty",61.43
"1411",2021-04-23,"BCOM.TR",188.7507
"1412",2021-04-23,"GSCI.TR",2373.131
"1413",2021-04-23,"XAUUSD.Curncy",1777.2
"1414",2021-04-23,"S.P500.TR",8674.8
"1415",2021-04-23,"ABCTRI",5611.933192
"1416",2021-04-23,"CL1.Comdty",62.14
"1417",2021-04-26,"BCOM.TR",191.145
"1418",2021-04-26,"GSCI.TR",2390.973
"1419",2021-04-26,"XAUUSD.Curncy",1781.38
"1420",2021-04-26,"S.P500.TR",8690.26
"1421",2021-04-26,"ABCTRI",5665.260882
"1422",2021-04-26,"CL1.Comdty",61.91
"1423",2021-04-27,"BCOM.TR",192.3259
"1424",2021-04-27,"GSCI.TR",2410.89
"1425",2021-04-27,"XAUUSD.Curncy",1776.6
"1426",2021-04-27,"S.P500.TR",8688.45
"1427",2021-04-27,"ABCTRI",5691.210529
"1428",2021-04-27,"CL1.Comdty",62.94
"1429",2021-04-28,"BCOM.TR",192.5651
"1430",2021-04-28,"GSCI.TR",2425.086
"1431",2021-04-28,"XAUUSD.Curncy",1781.68
"1432",2021-04-28,"S.P500.TR",8681.17
"1433",2021-04-28,"ABCTRI",5663.384629
"1434",2021-04-28,"CL1.Comdty",63.86
"1435",2021-04-29,"BCOM.TR",192.518
"1436",2021-04-29,"GSCI.TR",2443.039
"1437",2021-04-29,"XAUUSD.Curncy",1772.18
"1438",2021-04-29,"S.P500.TR",8740.35
"1439",2021-04-29,"ABCTRI",5657.828055
"1440",2021-04-29,"CL1.Comdty",65.01
"1441",2021-04-30,"BCOM.TR",192.933
"1442",2021-04-30,"GSCI.TR",2429.595
"1443",2021-04-30,"XAUUSD.Curncy",1769.13
"1444",2021-04-30,"S.P500.TR",8678.16
"1445",2021-04-30,"ABCTRI",5665.204573
"1446",2021-04-30,"CL1.Comdty",63.58
"1447",2021-05-03,"BCOM.TR",194.2232
"1448",2021-05-03,"GSCI.TR",2447.71
"1449",2021-05-03,"XAUUSD.Curncy",1792.88
"1450",2021-05-03,"S.P500.TR",8702.02
"1451",2021-05-03,"ABCTRI",5689.3037
"1452",2021-05-03,"CL1.Comdty",64.49
"1453",2021-05-04,"BCOM.TR",195.6928
"1454",2021-05-04,"GSCI.TR",2480.836
"1455",2021-05-04,"XAUUSD.Curncy",1779.06
"1456",2021-05-04,"S.P500.TR",8643.91
"1457",2021-05-04,"ABCTRI",5744.234696
"1458",2021-05-04,"CL1.Comdty",65.69
"1459",2021-05-05,"BCOM.TR",196.9134
"1460",2021-05-05,"GSCI.TR",2493.725
"1461",2021-05-05,"XAUUSD.Curncy",1786.87
"1462",2021-05-05,"S.P500.TR",8650.04
"1463",2021-05-05,"ABCTRI",5794.446228
"1464",2021-05-05,"CL1.Comdty",65.63
"1465",2021-05-06,"BCOM.TR",198.2924
"1466",2021-05-06,"GSCI.TR",2492.064
"1467",2021-05-06,"XAUUSD.Curncy",1815.22
"1468",2021-05-06,"S.P500.TR",8722.04
"1469",2021-05-06,"ABCTRI",5844.151349
"1470",2021-05-06,"CL1.Comdty",64.71
"1471",2021-05-07,"BCOM.TR",200.1375
"1472",2021-05-07,"GSCI.TR",2511.608
"1473",2021-05-07,"XAUUSD.Curncy",1831.24
"1474",2021-05-07,"S.P500.TR",8787.82
"1475",2021-05-07,"ABCTRI",5894.662351
"1476",2021-05-07,"CL1.Comdty",64.9
"1477",2021-05-10,"BCOM.TR",198.9002
"1478",2021-05-10,"GSCI.TR",2500.641
"1479",2021-05-10,"XAUUSD.Curncy",1836.07
"1480",2021-05-10,"S.P500.TR",8696.29
"1481",2021-05-10,"ABCTRI",5843.603074
"1482",2021-05-10,"CL1.Comdty",64.92
"1483",2021-05-11,"BCOM.TR",200.4157
"1484",2021-05-11,"GSCI.TR",2517.145
"1485",2021-05-11,"XAUUSD.Curncy",1837.47
"1486",2021-05-11,"S.P500.TR",8620.98
"1487",2021-05-11,"ABCTRI",5877.326053
"1488",2021-05-11,"CL1.Comdty",65.28
"1489",2021-05-12,"BCOM.TR",200.4417
"1490",2021-05-12,"GSCI.TR",2527.267
"1491",2021-05-12,"XAUUSD.Curncy",1815.69
"1492",2021-05-12,"S.P500.TR",8437.24
"1493",2021-05-12,"ABCTRI",5867.217694
"1494",2021-05-12,"CL1.Comdty",66.08
"1495",2021-05-13,"BCOM.TR",195.7951
"1496",2021-05-13,"GSCI.TR",2453.892
"1497",2021-05-13,"XAUUSD.Curncy",1826.72
"1498",2021-05-13,"S.P500.TR",8541.39
"1499",2021-05-13,"ABCTRI",5735.055272
"1500",2021-05-13,"CL1.Comdty",63.82
"1501",2021-05-14,"BCOM.TR",196.3963
"1502",2021-05-14,"GSCI.TR",2470.549
"1503",2021-05-14,"XAUUSD.Curncy",1843.43
"1504",2021-05-14,"S.P500.TR",8669.49
"1505",2021-05-14,"ABCTRI",5731.221021
"1506",2021-05-14,"CL1.Comdty",65.37
"1507",2021-05-17,"BCOM.TR",199.1039
"1508",2021-05-17,"GSCI.TR",2498.985
"1509",2021-05-17,"XAUUSD.Curncy",1866.9
"1510",2021-05-17,"S.P500.TR",8647.57
"1511",2021-05-17,"ABCTRI",5752.35011
"1512",2021-05-17,"CL1.Comdty",66.27
"1513",2021-05-18,"BCOM.TR",198.8929
"1514",2021-05-18,"GSCI.TR",2491.796
"1515",2021-05-18,"XAUUSD.Curncy",1869.44
"1516",2021-05-18,"S.P500.TR",8574.98
"1517",2021-05-18,"ABCTRI",5769.385065
"1518",2021-05-18,"CL1.Comdty",65.49
"1519",2021-05-19,"BCOM.TR",195.2414
"1520",2021-05-19,"GSCI.TR",2434.328
"1521",2021-05-19,"XAUUSD.Curncy",1869.62
"1522",2021-05-19,"S.P500.TR",8550.95
"1523",2021-05-19,"ABCTRI",5682.366415
"1524",2021-05-19,"CL1.Comdty",63.36
"1525",2021-05-20,"BCOM.TR",194.0613
"1526",2021-05-20,"GSCI.TR",2410.267
"1527",2021-05-20,"XAUUSD.Curncy",1877.21
"1528",2021-05-20,"S.P500.TR",8641.98
"1529",2021-05-20,"ABCTRI",5662.838463
"1530",2021-05-20,"CL1.Comdty",62.05
"1531",2021-05-21,"BCOM.TR",194.0743
"1532",2021-05-21,"GSCI.TR",2429.319
"1533",2021-05-21,"XAUUSD.Curncy",1881.25
"1534",2021-05-21,"S.P500.TR",8635.55
"1535",2021-05-21,"ABCTRI",5660.33172
"1536",2021-05-21,"CL1.Comdty",63.58
"1537",2021-05-24,"BCOM.TR",195.543
"1538",2021-05-24,"GSCI.TR",2466.978
"1539",2021-05-24,"XAUUSD.Curncy",1881.02
"1540",2021-05-24,"S.P500.TR",8722
"1541",2021-05-24,"ABCTRI",5693.526812
"1542",2021-05-24,"CL1.Comdty",66.05
"1543",2021-05-25,"BCOM.TR",195.1312
"1544",2021-05-25,"GSCI.TR",2458.652
"1545",2021-05-25,"XAUUSD.Curncy",1899.25
"1546",2021-05-25,"S.P500.TR",8703.59
"1547",2021-05-25,"ABCTRI",5670.759186
"1548",2021-05-25,"CL1.Comdty",66.07
"1549",2021-05-26,"BCOM.TR",195.59
"1550",2021-05-26,"GSCI.TR",2465.285
"1551",2021-05-26,"XAUUSD.Curncy",1896.67
"1552",2021-05-26,"S.P500.TR",8720.04
"1553",2021-05-26,"ABCTRI",5674.17353
"1554",2021-05-26,"CL1.Comdty",66.21
"1555",2021-05-27,"BCOM.TR",198.1493
"1556",2021-05-27,"GSCI.TR",2499.917
"1557",2021-05-27,"XAUUSD.Curncy",1896.54
"1558",2021-05-27,"S.P500.TR",8730.97
"1559",2021-05-27,"ABCTRI",5753.076757
"1560",2021-05-27,"CL1.Comdty",66.85
"1561",2021-05-28,"BCOM.TR",198.197
"1562",2021-05-28,"GSCI.TR",2490.862
"1563",2021-05-28,"XAUUSD.Curncy",1903.77
"1564",2021-05-28,"S.P500.TR",8738.77
"1565",2021-05-28,"ABCTRI",5730.988018
"1566",2021-05-28,"CL1.Comdty",66.32
"1567",2021-05-31,"BCOM.TR",198.197
"1568",2021-05-31,"GSCI.TR",2490.862
"1569",2021-05-31,"XAUUSD.Curncy",1906.87
"1570",2021-05-31,"S.P500.TR",8738.77
"1571",2021-05-31,"ABCTRI",5731.192923
"1572",2021-05-31,"CL1.Comdty",66.32
"1573",2021-06-01,"BCOM.TR",201.0025
"1574",2021-06-01,"GSCI.TR",2533.345
"1575",2021-06-01,"XAUUSD.Curncy",1900.44
"1576",2021-06-01,"S.P500.TR",8734.74
"1577",2021-06-01,"ABCTRI",5816.501701
"1578",2021-06-01,"CL1.Comdty",67.72
"1579",2021-06-02,"BCOM.TR",201.6582
"1580",2021-06-02,"GSCI.TR",2548.443
"1581",2021-06-02,"XAUUSD.Curncy",1908.38
"1582",2021-06-02,"S.P500.TR",8748.3
"1583",2021-06-02,"ABCTRI",5829.625614
"1584",2021-06-02,"CL1.Comdty",68.83
"1585",2021-06-03,"BCOM.TR",199.132
"1586",2021-06-03,"GSCI.TR",2528.329
"1587",2021-06-03,"XAUUSD.Curncy",1870.76
"1588",2021-06-03,"S.P500.TR",8717.97
"1589",2021-06-03,"ABCTRI",5792.040981
"1590",2021-06-03,"CL1.Comdty",68.81
"1591",2021-06-04,"BCOM.TR",202.1676
"1592",2021-06-04,"GSCI.TR",2560.488
"1593",2021-06-04,"XAUUSD.Curncy",1891.59
"1594",2021-06-04,"S.P500.TR",8795.08
"1595",2021-06-04,"ABCTRI",5858.215162
"1596",2021-06-04,"CL1.Comdty",69.62
"1597",2021-06-07,"BCOM.TR",201.0467
"1598",2021-06-07,"GSCI.TR",2546.315
"1599",2021-06-07,"XAUUSD.Curncy",1899.21
"1600",2021-06-07,"S.P500.TR",8788.28
"1601",2021-06-07,"ABCTRI",5852.945284
"1602",2021-06-07,"CL1.Comdty",69.23
"1603",2021-06-08,"BCOM.TR",202.3583
"1604",2021-06-08,"GSCI.TR",2566.406
"1605",2021-06-08,"XAUUSD.Curncy",1892.89
"1606",2021-06-08,"S.P500.TR",8790
"1607",2021-06-08,"ABCTRI",5892.830762
"1608",2021-06-08,"CL1.Comdty",70.05
"1609",2021-06-09,"BCOM.TR",202.4219
"1610",2021-06-09,"GSCI.TR",2567.923
"1611",2021-06-09,"XAUUSD.Curncy",1888.57
"1612",2021-06-09,"S.P500.TR",8774.31
"1613",2021-06-09,"ABCTRI",5891.569701
"1614",2021-06-09,"CL1.Comdty",69.96
"1615",2021-06-10,"BCOM.TR",202.9024
"1616",2021-06-10,"GSCI.TR",2576.521
"1617",2021-06-10,"XAUUSD.Curncy",1898.51
"1618",2021-06-10,"S.P500.TR",8815.56
"1619",2021-06-10,"ABCTRI",5907.340124
"1620",2021-06-10,"CL1.Comdty",70.29
"1621",2021-06-11,"BCOM.TR",202.8213
"1622",2021-06-11,"GSCI.TR",2578.6
"1623",2021-06-11,"XAUUSD.Curncy",1877.53
"1624",2021-06-11,"S.P500.TR",8832.94
"1625",2021-06-11,"ABCTRI",5887.842661
"1626",2021-06-11,"CL1.Comdty",70.91
"1627",2021-06-14,"BCOM.TR",201.3778
"1628",2021-06-14,"GSCI.TR",2566.492
"1629",2021-06-14,"XAUUSD.Curncy",1866.18
"1630",2021-06-14,"S.P500.TR",8851.17
"1631",2021-06-14,"ABCTRI",5826.36754
"1632",2021-06-14,"CL1.Comdty",70.88
"1633",2021-06-15,"BCOM.TR",199.7299
"1634",2021-06-15,"GSCI.TR",2567.245
"1635",2021-06-15,"XAUUSD.Curncy",1859.02
"1636",2021-06-15,"S.P500.TR",8833.68
"1637",2021-06-15,"ABCTRI",5782.636206
"1638",2021-06-15,"CL1.Comdty",72.12
"1639",2021-06-16,"BCOM.TR",199.4573
"1640",2021-06-16,"GSCI.TR",2568.702
"1641",2021-06-16,"XAUUSD.Curncy",1811.47
"1642",2021-06-16,"S.P500.TR",8786.18
"1643",2021-06-16,"ABCTRI",5773.13008
"1644",2021-06-16,"CL1.Comdty",72.15
"1645",2021-06-17,"BCOM.TR",192.3843
"1646",2021-06-17,"GSCI.TR",2498.543
"1647",2021-06-17,"XAUUSD.Curncy",1773.5
"1648",2021-06-17,"S.P500.TR",8782.58
"1649",2021-06-17,"ABCTRI",5628.118096
"1650",2021-06-17,"CL1.Comdty",71.04
"1651",2021-06-18,"BCOM.TR",194.1591
"1652",2021-06-18,"GSCI.TR",2520.482
"1653",2021-06-18,"XAUUSD.Curncy",1764.16
"1654",2021-06-18,"S.P500.TR",8667.76
"1655",2021-06-18,"ABCTRI",5699.719345
"1656",2021-06-18,"CL1.Comdty",71.64
"1657",2021-06-21,"BCOM.TR",195.4972
"1658",2021-06-21,"GSCI.TR",2547.102
"1659",2021-06-21,"XAUUSD.Curncy",1783.27
"1660",2021-06-21,"S.P500.TR",8789.52
"1661",2021-06-21,"ABCTRI",5724.473088
"1662",2021-06-21,"CL1.Comdty",73.66
"1663",2021-06-22,"BCOM.TR",195.4234
"1664",2021-06-22,"GSCI.TR",2546.249
"1665",2021-06-22,"XAUUSD.Curncy",1778.74
"1666",2021-06-22,"S.P500.TR",8834.56
"1667",2021-06-22,"ABCTRI",5715.291657
"1668",2021-06-22,"CL1.Comdty",73.06
