"","date","series","value"
"2214",2021-10-27,"CL1.Comdty",82.66
"2215",2021-10-28,"BCOM.TR",222.7357
"2216",2021-10-28,"GSCI.TR",2896.802
"2217",2021-10-28,"XAUUSD.Curncy",1798.91
"2218",2021-10-28,"S.P500.TR",9605.23
"2219",2021-10-28,"ABCTRI",6343.294533
"2220",2021-10-28,"CL1.Comdty",82.81
"2221",2021-10-29,"BCOM.TR",220.7274
"2222",2021-10-29,"GSCI.TR",2891.951
"2223",2021-10-29,"XAUUSD.Curncy",1783.38
"2224",2021-10-29,"S.P500.TR",9625.02
"2225",2021-10-29,"ABCTRI",6328.974124
"2226",2021-10-29,"CL1.Comdty",83.57
"2227",2021-11-01,"BCOM.TR",221.3366
"2228",2021-11-01,"GSCI.TR",2912.465
"2229",2021-11-01,"XAUUSD.Curncy",1793.28
"2230",2021-11-01,"S.P500.TR",9642.44
"2231",2021-11-01,"ABCTRI",6385.116073
"2232",2021-11-01,"CL1.Comdty",84.05
"2233",2021-11-02,"BCOM.TR",222.5651
"2234",2021-11-02,"GSCI.TR",2915.295
"2235",2021-11-02,"XAUUSD.Curncy",1787.76
"2236",2021-11-02,"S.P500.TR",9677.95
"2237",2021-11-02,"ABCTRI",6387.91012
"2238",2021-11-02,"CL1.Comdty",83.91
"2239",2021-11-03,"BCOM.TR",220.2465
"2240",2021-11-03,"GSCI.TR",2855.152
"2241",2021-11-03,"XAUUSD.Curncy",1769.84
"2242",2021-11-03,"S.P500.TR",9740.47
"2243",2021-11-03,"ABCTRI",6339.207767
"2244",2021-11-03,"CL1.Comdty",80.86
"2245",2021-11-04,"BCOM.TR",219.0558
"2246",2021-11-04,"GSCI.TR",2820.23
"2247",2021-11-04,"XAUUSD.Curncy",1792.04
"2248",2021-11-04,"S.P500.TR",9782.48
"2249",2021-11-04,"ABCTRI",6311.358118
"2250",2021-11-04,"CL1.Comdty",78.81
"2251",2021-11-05,"BCOM.TR",219.4015
"2252",2021-11-05,"GSCI.TR",2854.84
"2253",2021-11-05,"XAUUSD.Curncy",1818.36
"2254",2021-11-05,"S.P500.TR",9819.98
"2255",2021-11-05,"ABCTRI",6344.710594
"2256",2021-11-05,"CL1.Comdty",81.27
"2257",2021-11-08,"BCOM.TR",219.497
"2258",2021-11-08,"GSCI.TR",2868.298
"2259",2021-11-08,"XAUUSD.Curncy",1824.18
"2260",2021-11-08,"S.P500.TR",9828.81
"2261",2021-11-08,"ABCTRI",6355.052194
"2262",2021-11-08,"CL1.Comdty",81.93
"2263",2021-11-09,"BCOM.TR",218.8373
"2264",2021-11-09,"GSCI.TR",2891.038
"2265",2021-11-09,"XAUUSD.Curncy",1831.92
"2266",2021-11-09,"S.P500.TR",9795.12
"2267",2021-11-09,"ABCTRI",6388.963794
"2268",2021-11-09,"CL1.Comdty",84.15
"2269",2021-11-10,"BCOM.TR",217.8672
"2270",2021-11-10,"GSCI.TR",2857.044
"2271",2021-11-10,"XAUUSD.Curncy",1849.6
"2272",2021-11-10,"S.P500.TR",9716.72
"2273",2021-11-10,"ABCTRI",6353.305222
"2274",2021-11-10,"CL1.Comdty",81.34
"2275",2021-11-11,"BCOM.TR",220.6737
"2276",2021-11-11,"GSCI.TR",2875.645
"2277",2021-11-11,"XAUUSD.Curncy",1862.11
"2278",2021-11-11,"S.P500.TR",9722.08
"2279",2021-11-11,"ABCTRI",6388.489116
"2280",2021-11-11,"CL1.Comdty",81.59
"2281",2021-11-12,"BCOM.TR",219.5337
"2282",2021-11-12,"GSCI.TR",2861.129
"2283",2021-11-12,"XAUUSD.Curncy",1864.9
"2284",2021-11-12,"S.P500.TR",9793.22
"2285",2021-11-12,"ABCTRI",6383.39691
"2286",2021-11-12,"CL1.Comdty",80.79
"2287",2021-11-15,"BCOM.TR",220.3023
"2288",2021-11-15,"GSCI.TR",2862.72
"2289",2021-11-15,"XAUUSD.Curncy",1862.84
"2290",2021-11-15,"S.P500.TR",9793.53
"2291",2021-11-15,"ABCTRI",6376.832218
"2292",2021-11-15,"CL1.Comdty",80.88
"2293",2021-11-16,"BCOM.TR",220.6909
"2294",2021-11-16,"GSCI.TR",2864.776
"2295",2021-11-16,"XAUUSD.Curncy",1850.63
"2296",2021-11-16,"S.P500.TR",9831.91
"2297",2021-11-16,"ABCTRI",6372.609974
"2298",2021-11-16,"CL1.Comdty",80.76
"2299",2021-11-17,"BCOM.TR",218.7047
"2300",2021-11-17,"GSCI.TR",2824.878
"2301",2021-11-17,"XAUUSD.Curncy",1867.48
"2302",2021-11-17,"S.P500.TR",9808.27
"2303",2021-11-17,"ABCTRI",6359.698075
"2304",2021-11-17,"CL1.Comdty",78.36
"2305",2021-11-18,"BCOM.TR",219.0061
"2306",2021-11-18,"GSCI.TR",2838.476
"2307",2021-11-18,"XAUUSD.Curncy",1858.94
"2308",2021-11-18,"S.P500.TR",9842.35
"2309",2021-11-18,"ABCTRI",6364.495454
"2310",2021-11-18,"CL1.Comdty",79.01
"2311",2021-11-19,"BCOM.TR",218.4979
"2312",2021-11-19,"GSCI.TR",2799.492
"2313",2021-11-19,"XAUUSD.Curncy",1845.73
"2314",2021-11-19,"S.P500.TR",9828.8
"2315",2021-11-19,"ABCTRI",6332.698599
"2316",2021-11-19,"CL1.Comdty",76.1
"2317",2021-11-22,"BCOM.TR",218.0332
"2318",2021-11-22,"GSCI.TR",2820.315
"2319",2021-11-22,"XAUUSD.Curncy",1804.65
"2320",2021-11-22,"S.P500.TR",9798.29
"2321",2021-11-22,"ABCTRI",6328.503711
"2322",2021-11-22,"CL1.Comdty",76.75
"2323",2021-11-23,"BCOM.TR",220.4872
"2324",2021-11-23,"GSCI.TR",2865.331
"2325",2021-11-23,"XAUUSD.Curncy",1789.16
"2326",2021-11-23,"S.P500.TR",9814.65
"2327",2021-11-23,"ABCTRI",6367.617807
"2328",2021-11-23,"CL1.Comdty",78.5
"2329",2021-11-24,"BCOM.TR",221.2268
"2330",2021-11-24,"GSCI.TR",2868.01
"2331",2021-11-24,"XAUUSD.Curncy",1788.61
"2332",2021-11-24,"S.P500.TR",9837.6
"2333",2021-11-24,"ABCTRI",6360.545448
"2334",2021-11-24,"CL1.Comdty",78.39
"2335",2021-11-25,"BCOM.TR",221.2268
"2336",2021-11-25,"GSCI.TR",2868.01
"2337",2021-11-25,"XAUUSD.Curncy",1788.85
"2338",2021-11-25,"S.P500.TR",9837.6
"2339",2021-11-25,"ABCTRI",6360.630401
"2340",2021-11-25,"CL1.Comdty",78.39
"2341",2021-11-26,"BCOM.TR",213.7845
"2342",2021-11-26,"GSCI.TR",2665.228
"2343",2021-11-26,"XAUUSD.Curncy",1802.59
"2344",2021-11-26,"S.P500.TR",9614.25
"2345",2021-11-26,"ABCTRI",6149.971987
"2346",2021-11-26,"CL1.Comdty",68.15
"2347",2021-11-29,"BCOM.TR",210.8309
"2348",2021-11-29,"GSCI.TR",2677.822
"2349",2021-11-29,"XAUUSD.Curncy",1784.6
"2350",2021-11-29,"S.P500.TR",9741.78
"2351",2021-11-29,"ABCTRI",6164.008269
"2352",2021-11-29,"CL1.Comdty",69.95
"2353",2021-11-30,"BCOM.TR",204.591
"2354",2021-11-30,"GSCI.TR",2578.938
"2355",2021-11-30,"XAUUSD.Curncy",1774.52
"2356",2021-11-30,"S.P500.TR",9558.33
"2357",2021-11-30,"ABCTRI",6040.065167
"2358",2021-11-30,"CL1.Comdty",66.18
"2359",2021-12-01,"BCOM.TR",203.3212
"2360",2021-12-01,"GSCI.TR",2573.235
"2361",2021-12-01,"XAUUSD.Curncy",1781.73
"2362",2021-12-01,"S.P500.TR",9446.21
"2363",2021-12-01,"ABCTRI",6030.97978
"2364",2021-12-01,"CL1.Comdty",65.57
"2365",2021-12-02,"BCOM.TR",203.1402
"2366",2021-12-02,"GSCI.TR",2587.565
"2367",2021-12-02,"XAUUSD.Curncy",1768.74
"2368",2021-12-02,"S.P500.TR",9581.79
"2369",2021-12-02,"ABCTRI",6032.026249
"2370",2021-12-02,"CL1.Comdty",66.5
"2371",2021-12-03,"BCOM.TR",204.5839
"2372",2021-12-03,"GSCI.TR",2592.321
"2373",2021-12-03,"XAUUSD.Curncy",1783.29
"2374",2021-12-03,"S.P500.TR",9501.28
"2375",2021-12-03,"ABCTRI",6044.410128
"2376",2021-12-03,"CL1.Comdty",66.26
"2377",2021-12-06,"BCOM.TR",204.376
"2378",2021-12-06,"GSCI.TR",2637.53
"2379",2021-12-06,"XAUUSD.Curncy",1778.67
"2380",2021-12-06,"S.P500.TR",9613.02
"2381",2021-12-06,"ABCTRI",6106.976642
"2382",2021-12-06,"CL1.Comdty",69.49
"2383",2021-12-07,"BCOM.TR",206.5046
"2384",2021-12-07,"GSCI.TR",2689.43
"2385",2021-12-07,"XAUUSD.Curncy",1784.13
"2386",2021-12-07,"S.P500.TR",9812.2
"2387",2021-12-07,"ABCTRI",6156.176635
"2388",2021-12-07,"CL1.Comdty",72.05
"2389",2021-12-08,"BCOM.TR",207.7014
"2390",2021-12-08,"GSCI.TR",2703.47
"2391",2021-12-08,"XAUUSD.Curncy",1782.99
"2392",2021-12-08,"S.P500.TR",9842.68
"2393",2021-12-08,"ABCTRI",6185.89691
"2394",2021-12-08,"CL1.Comdty",72.36
"2395",2021-12-09,"BCOM.TR",206.2033
"2396",2021-12-09,"GSCI.TR",2676.28
"2397",2021-12-09,"XAUUSD.Curncy",1775.33
"2398",2021-12-09,"S.P500.TR",9773.19
"2399",2021-12-09,"ABCTRI",6147.442198
"2400",2021-12-09,"CL1.Comdty",70.94
"2401",2021-12-10,"BCOM.TR",206.9409
"2402",2021-12-10,"GSCI.TR",2690.555
"2403",2021-12-10,"XAUUSD.Curncy",1782.84
"2404",2021-12-10,"S.P500.TR",9866.62
"2405",2021-12-10,"ABCTRI",6159.93017
"2406",2021-12-10,"CL1.Comdty",71.67
"2407",2021-12-13,"BCOM.TR",206.0934
"2408",2021-12-13,"GSCI.TR",2678.888
"2409",2021-12-13,"XAUUSD.Curncy",1786.67
"2410",2021-12-13,"S.P500.TR",9776.69
"2411",2021-12-13,"ABCTRI",6156.364718
"2412",2021-12-13,"CL1.Comdty",71.29
"2413",2021-12-14,"BCOM.TR",204.9924
"2414",2021-12-14,"GSCI.TR",2664.254
"2415",2021-12-14,"XAUUSD.Curncy",1770.85
"2416",2021-12-14,"S.P500.TR",9705.06
"2417",2021-12-14,"ABCTRI",6134.793862
"2418",2021-12-14,"CL1.Comdty",70.73
"2419",2021-12-15,"BCOM.TR",203.9981
"2420",2021-12-15,"GSCI.TR",2651.588
"2421",2021-12-15,"XAUUSD.Curncy",1776.92
"2422",2021-12-15,"S.P500.TR",9863.92
"2423",2021-12-15,"ABCTRI",6101.503532
"2424",2021-12-15,"CL1.Comdty",70.87
"2425",2021-12-16,"BCOM.TR",207.2389
"2426",2021-12-16,"GSCI.TR",2699.951
"2427",2021-12-16,"XAUUSD.Curncy",1799.35
"2428",2021-12-16,"S.P500.TR",9778.09
"2429",2021-12-16,"ABCTRI",6181.364705
"2430",2021-12-16,"CL1.Comdty",72.38
"2431",2021-12-17,"BCOM.TR",205.9289
"2432",2021-12-17,"GSCI.TR",2671.342
"2433",2021-12-17,"XAUUSD.Curncy",1798.11
"2434",2021-12-17,"S.P500.TR",9678.03
"2435",2021-12-17,"ABCTRI",6142.968605
"2436",2021-12-17,"CL1.Comdty",70.86
"2437",2021-12-20,"BCOM.TR",203.7065
"2438",2021-12-20,"GSCI.TR",2623.87
"2439",2021-12-20,"XAUUSD.Curncy",1790.93
"2440",2021-12-20,"S.P500.TR",9567.91
"2441",2021-12-20,"ABCTRI",6100.6725
"2442",2021-12-20,"CL1.Comdty",68.23
"2443",2021-12-21,"BCOM.TR",207.475
"2444",2021-12-21,"GSCI.TR",2692.887
"2445",2021-12-21,"XAUUSD.Curncy",1789.27
"2446",2021-12-21,"S.P500.TR",9738.73
"2447",2021-12-21,"ABCTRI",6156.032952
"2448",2021-12-21,"CL1.Comdty",71.12
"2449",2021-12-22,"BCOM.TR",210.8496
"2450",2021-12-22,"GSCI.TR",2738.495
"2451",2021-12-22,"XAUUSD.Curncy",1803.67
"2452",2021-12-22,"S.P500.TR",9838.9
"2453",2021-12-22,"ABCTRI",6208.413491
"2454",2021-12-22,"CL1.Comdty",72.76
"2455",2021-12-23,"BCOM.TR",211.2218
"2456",2021-12-23,"GSCI.TR",2760.662
"2457",2021-12-23,"XAUUSD.Curncy",1808.81
"2458",2021-12-23,"S.P500.TR",9900.3
"2459",2021-12-23,"ABCTRI",6234.090208
"2460",2021-12-23,"CL1.Comdty",73.79
"2461",2021-12-24,"BCOM.TR",211.2218
"2462",2021-12-24,"GSCI.TR",2760.662
"2463",2021-12-24,"XAUUSD.Curncy",1810.26
"2464",2021-12-24,"S.P500.TR",9900.3
"2465",2021-12-24,"ABCTRI",6234.176887
"2466",2021-12-24,"CL1.Comdty",73.79
"2467",2021-12-27,"BCOM.TR",214.3779
"2468",2021-12-27,"GSCI.TR",2801.153
"2469",2021-12-27,"XAUUSD.Curncy",1812.13
"2470",2021-12-27,"S.P500.TR",10037.67
"2471",2021-12-27,"ABCTRI",6272.620116
"2472",2021-12-27,"CL1.Comdty",75.57
"2473",2021-12-28,"BCOM.TR",213.6978
"2474",2021-12-28,"GSCI.TR",2799.403
"2475",2021-12-28,"XAUUSD.Curncy",1806.18
"2476",2021-12-28,"S.P500.TR",10027.53
"2477",2021-12-28,"ABCTRI",6240.838057
"2478",2021-12-28,"CL1.Comdty",75.98
"2479",2021-12-29,"BCOM.TR",213.974
"2480",2021-12-29,"GSCI.TR",2812.378
"2481",2021-12-29,"XAUUSD.Curncy",1804.71
"2482",2021-12-29,"S.P500.TR",10041.61
"2483",2021-12-29,"ABCTRI",6266.105647
"2484",2021-12-29,"CL1.Comdty",76.56
"2485",2021-12-30,"BCOM.TR",212.3561
"2486",2021-12-30,"GSCI.TR",2808.291
"2487",2021-12-30,"XAUUSD.Curncy",1814.67
"2488",2021-12-30,"S.P500.TR",10012.51
"2489",2021-12-30,"ABCTRI",6259.521774
"2490",2021-12-30,"CL1.Comdty",76.99
"2491",2021-12-31,"BCOM.TR",211.8033
"2492",2021-12-31,"GSCI.TR",2774.726
"2493",2021-12-31,"XAUUSD.Curncy",1829.2
"2494",2021-12-31,"S.P500.TR",9986.7
"2495",2021-12-31,"ABCTRI",6239.90372
"2496",2021-12-31,"CL1.Comdty",75.21
"2497",2022-01-03,"BCOM.TR",212.4339
"2498",2022-01-03,"GSCI.TR",2791.076
"2499",2022-01-03,"XAUUSD.Curncy",1801.45
"2500",2022-01-03,"S.P500.TR",10050.41
"2501",2022-01-03,"ABCTRI",6231.061823
"2502",2022-01-03,"CL1.Comdty",76.08
"2503",2022-01-04,"BCOM.TR",214.8169
"2504",2022-01-04,"GSCI.TR",2823.22
"2505",2022-01-04,"XAUUSD.Curncy",1814.6
"2506",2022-01-04,"S.P500.TR",10044.75
"2507",2022-01-04,"ABCTRI",6292.822516
"2508",2022-01-04,"CL1.Comdty",76.99
"2509",2022-01-05,"BCOM.TR",216.0515
"2510",2022-01-05,"GSCI.TR",2843.812
"2511",2022-01-05,"XAUUSD.Curncy",1810.44
"2512",2022-01-05,"S.P500.TR",9850.7
"2513",2022-01-05,"ABCTRI",6288.133026
"2514",2022-01-05,"CL1.Comdty",77.85
"2515",2022-01-06,"BCOM.TR",215.256
"2516",2022-01-06,"GSCI.TR",2858.134
"2517",2022-01-06,"XAUUSD.Curncy",1791.16
"2518",2022-01-06,"S.P500.TR",9841.92
"2519",2022-01-06,"ABCTRI",6248.541129
"2520",2022-01-06,"CL1.Comdty",79.46
"2521",2022-01-07,"BCOM.TR",216.3284
"2522",2022-01-07,"GSCI.TR",2859.877
"2523",2022-01-07,"XAUUSD.Curncy",1796.55
"2524",2022-01-07,"S.P500.TR",9803.85
"2525",2022-01-07,"ABCTRI",6278.868843
"2526",2022-01-07,"CL1.Comdty",78.9
"2527",2022-01-10,"BCOM.TR",215.4161
"2528",2022-01-10,"GSCI.TR",2843.564
"2529",2022-01-10,"XAUUSD.Curncy",1801.68
"2530",2022-01-10,"S.P500.TR",9789.72
"2531",2022-01-10,"ABCTRI",6252.871782
"2532",2022-01-10,"CL1.Comdty",78.23
"2533",2022-01-11,"BCOM.TR",219.489
"2534",2022-01-11,"GSCI.TR",2913.263
"2535",2022-01-11,"XAUUSD.Curncy",1821.6
"2536",2022-01-11,"S.P500.TR",9879.39
"2537",2022-01-11,"ABCTRI",6318.650966
"2538",2022-01-11,"CL1.Comdty",81.22
"2539",2022-01-12,"BCOM.TR",223.0197
"2540",2022-01-12,"GSCI.TR",2954.651
"2541",2022-01-12,"XAUUSD.Curncy",1826.15
"2542",2022-01-12,"S.P500.TR",9907.38
"2543",2022-01-12,"ABCTRI",6358.399568
"2544",2022-01-12,"CL1.Comdty",82.64
"2545",2022-01-13,"BCOM.TR",220.0946
"2546",2022-01-13,"GSCI.TR",2929.896
"2547",2022-01-13,"XAUUSD.Curncy",1822.54
"2548",2022-01-13,"S.P500.TR",9767.35
"2549",2022-01-13,"ABCTRI",6333.007962
"2550",2022-01-13,"CL1.Comdty",82.12
"2551",2022-01-14,"BCOM.TR",221.1529
"2552",2022-01-14,"GSCI.TR",2963.094
"2553",2022-01-14,"XAUUSD.Curncy",1817.94
"2554",2022-01-14,"S.P500.TR",9775.53
"2555",2022-01-14,"ABCTRI",6333.077653
"2556",2022-01-14,"CL1.Comdty",83.82
"2557",2022-01-17,"BCOM.TR",221.1529
"2558",2022-01-17,"GSCI.TR",2963.094
"2559",2022-01-17,"XAUUSD.Curncy",1819.23
"2560",2022-01-17,"S.P500.TR",9775.53
"2561",2022-01-17,"ABCTRI",6333.379563
"2562",2022-01-17,"CL1.Comdty",83.82
"2563",2022-01-18,"BCOM.TR",222.3965
"2564",2022-01-18,"GSCI.TR",2997.685
"2565",2022-01-18,"XAUUSD.Curncy",1813.74
"2566",2022-01-18,"S.P500.TR",9595.93
"2567",2022-01-18,"ABCTRI",6351.210646
"2568",2022-01-18,"CL1.Comdty",85.43
"2569",2022-01-19,"BCOM.TR",225.2129
"2570",2022-01-19,"GSCI.TR",3033.775
"2571",2022-01-19,"XAUUSD.Curncy",1840.54
"2572",2022-01-19,"S.P500.TR",9503.14
"2573",2022-01-19,"ABCTRI",6440.505467
"2574",2022-01-19,"CL1.Comdty",86.96
"2575",2022-01-20,"BCOM.TR",225.8312
"2576",2022-01-20,"GSCI.TR",3035.978
"2577",2022-01-20,"XAUUSD.Curncy",1839.29
"2578",2022-01-20,"S.P500.TR",9398.96
"2579",2022-01-20,"ABCTRI",6454.443291
"2580",2022-01-20,"CL1.Comdty",86.9
"2581",2022-01-21,"BCOM.TR",225.0369
"2582",2022-01-21,"GSCI.TR",3023.373
"2583",2022-01-21,"XAUUSD.Curncy",1835.38
"2584",2022-01-21,"S.P500.TR",9221.28
"2585",2022-01-21,"ABCTRI",6422.619558
"2586",2022-01-21,"CL1.Comdty",85.14
"2587",2022-01-24,"BCOM.TR",223.4527
"2588",2022-01-24,"GSCI.TR",2987.147
"2589",2022-01-24,"XAUUSD.Curncy",1843.06
"2590",2022-01-24,"S.P500.TR",9246.84
"2591",2022-01-24,"ABCTRI",6405.325356
"2592",2022-01-24,"CL1.Comdty",83.31
"2593",2022-01-25,"BCOM.TR",225.5912
"2594",2022-01-25,"GSCI.TR",3034.137
"2595",2022-01-25,"XAUUSD.Curncy",1848.02
"2596",2022-01-25,"S.P500.TR",9134.33
"2597",2022-01-25,"ABCTRI",6460.335502
"2598",2022-01-25,"CL1.Comdty",85.6
"2599",2022-01-26,"BCOM.TR",227.753
"2600",2022-01-26,"GSCI.TR",3076.413
"2601",2022-01-26,"XAUUSD.Curncy",1819.59
"2602",2022-01-26,"S.P500.TR",9120.75
"2603",2022-01-26,"ABCTRI",6480.583041
"2604",2022-01-26,"CL1.Comdty",87.35
"2605",2022-01-27,"BCOM.TR",226.8174
"2606",2022-01-27,"GSCI.TR",3062.499
"2607",2022-01-27,"XAUUSD.Curncy",1797.43
"2608",2022-01-27,"S.P500.TR",9072.24
"2609",2022-01-27,"ABCTRI",6423.271546
"2610",2022-01-27,"CL1.Comdty",86.61
"2611",2022-01-28,"BCOM.TR",228.8661
"2612",2022-01-28,"GSCI.TR",3080.42
"2613",2022-01-28,"XAUUSD.Curncy",1791.53
"2614",2022-01-28,"S.P500.TR",9294.21
"2615",2022-01-28,"ABCTRI",6432.466096
"2616",2022-01-28,"CL1.Comdty",86.82
"2617",2022-01-31,"BCOM.TR",230.397
"2618",2022-01-31,"GSCI.TR",3097.529
"2619",2022-01-31,"XAUUSD.Curncy",1797.17
"2620",2022-01-31,"S.P500.TR",9469.92
"2621",2022-01-31,"ABCTRI",6464.976609
"2622",2022-01-31,"CL1.Comdty",88.15
"2623",2022-02-01,"BCOM.TR",231.9168
"2624",2022-02-01,"GSCI.TR",3111.999
"2625",2022-02-01,"XAUUSD.Curncy",1801.19
"2626",2022-02-01,"S.P500.TR",9534.95
"2627",2022-02-01,"ABCTRI",6501.338054
"2628",2022-02-01,"CL1.Comdty",88.2
"2629",2022-02-02,"BCOM.TR",235.5391
"2630",2022-02-02,"GSCI.TR",3132.84
"2631",2022-02-02,"XAUUSD.Curncy",1806.8
"2632",2022-02-02,"S.P500.TR",9624.89
"2633",2022-02-02,"ABCTRI",6508.587574
"2634",2022-02-02,"CL1.Comdty",88.26
"2635",2022-02-03,"BCOM.TR",233.5573
"2636",2022-02-03,"GSCI.TR",3153.45
"2637",2022-02-03,"XAUUSD.Curncy",1804.85
"2638",2022-02-03,"S.P500.TR",9390.57
"2639",2022-02-03,"ABCTRI",6516.37764
"2640",2022-02-03,"CL1.Comdty",90.27
"2641",2022-02-04,"BCOM.TR",234.058
"2642",2022-02-04,"GSCI.TR",3193.099
"2643",2022-02-04,"XAUUSD.Curncy",1808.28
"2644",2022-02-04,"S.P500.TR",9440.58
"2645",2022-02-04,"ABCTRI",6549.8066
"2646",2022-02-04,"CL1.Comdty",92.31
"2647",2022-02-07,"BCOM.TR",233.6842
"2648",2022-02-07,"GSCI.TR",3183.159
"2649",2022-02-07,"XAUUSD.Curncy",1820.47
"2650",2022-02-07,"S.P500.TR",9405.84
"2651",2022-02-07,"ABCTRI",6581.191747
"2652",2022-02-07,"CL1.Comdty",91.32
"2653",2022-02-08,"BCOM.TR",232.6531
"2654",2022-02-08,"GSCI.TR",3147.008
"2655",2022-02-08,"XAUUSD.Curncy",1825.92
"2656",2022-02-08,"S.P500.TR",9484.95
"2657",2022-02-08,"ABCTRI",6574.103996
"2658",2022-02-08,"CL1.Comdty",89.36
"2659",2022-02-09,"BCOM.TR",234.428
"2660",2022-02-09,"GSCI.TR",3177.708
"2661",2022-02-09,"XAUUSD.Curncy",1833.36
"2662",2022-02-09,"S.P500.TR",9623.84
"2663",2022-02-09,"ABCTRI",6637.315225
"2664",2022-02-09,"CL1.Comdty",89.66
"2665",2022-02-10,"BCOM.TR",233.8932
"2666",2022-02-10,"GSCI.TR",3174.8
"2667",2022-02-10,"XAUUSD.Curncy",1826.85
"2668",2022-02-10,"S.P500.TR",9450.72
"2669",2022-02-10,"ABCTRI",6625.285842
"2670",2022-02-10,"CL1.Comdty",89.88
"2671",2022-02-11,"BCOM.TR",234.7617
"2672",2022-02-11,"GSCI.TR",3218.686
"2673",2022-02-11,"XAUUSD.Curncy",1858.76
"2674",2022-02-11,"S.P500.TR",9271.8
"2675",2022-02-11,"ABCTRI",6673.545927
"2676",2022-02-11,"CL1.Comdty",93.1
"2677",2022-02-14,"BCOM.TR",237.3438
"2678",2022-02-14,"GSCI.TR",3265.29
"2679",2022-02-14,"XAUUSD.Curncy",1871.18
"2680",2022-02-14,"S.P500.TR",9236.86
"2681",2022-02-14,"ABCTRI",6706.182945
"2682",2022-02-14,"CL1.Comdty",95.46
"2683",2022-02-15,"BCOM.TR",234.7536
"2684",2022-02-15,"GSCI.TR",3196.611
"2685",2022-02-15,"XAUUSD.Curncy",1853.61
"2686",2022-02-15,"S.P500.TR",9383.57
"2687",2022-02-15,"ABCTRI",6633.134198
"2688",2022-02-15,"CL1.Comdty",92.07
"2689",2022-02-16,"BCOM.TR",238.5683
"2690",2022-02-16,"GSCI.TR",3243.343
"2691",2022-02-16,"XAUUSD.Curncy",1869.8
"2692",2022-02-16,"S.P500.TR",9393.09
"2693",2022-02-16,"ABCTRI",6669.823502
"2694",2022-02-16,"CL1.Comdty",93.66
"2695",2022-02-17,"BCOM.TR",238.2768
"2696",2022-02-17,"GSCI.TR",3213.097
"2697",2022-02-17,"XAUUSD.Curncy",1898.43
"2698",2022-02-17,"S.P500.TR",9195.35
"2699",2022-02-17,"ABCTRI",6690.292391
"2700",2022-02-17,"CL1.Comdty",91.76
"2701",2022-02-18,"BCOM.TR",238.4807
"2702",2022-02-18,"GSCI.TR",3221.505
"2703",2022-02-18,"XAUUSD.Curncy",1898.43
"2704",2022-02-18,"S.P500.TR",9130.81
"2705",2022-02-18,"ABCTRI",6704.465294
"2706",2022-02-18,"CL1.Comdty",91.07
"2707",2022-02-21,"BCOM.TR",238.4807
"2708",2022-02-21,"GSCI.TR",3221.505
"2709",2022-02-21,"XAUUSD.Curncy",1906.29
"2710",2022-02-21,"S.P500.TR",9130.81
"2711",2022-02-21,"ABCTRI",6704.952987
"2712",2022-02-21,"CL1.Comdty",91.07
"2713",2022-02-22,"BCOM.TR",242.5735
"2714",2022-02-22,"GSCI.TR",3284.847
"2715",2022-02-22,"XAUUSD.Curncy",1898.64
"2716",2022-02-22,"S.P500.TR",9038.32
"2717",2022-02-22,"ABCTRI",6766.293553
"2718",2022-02-22,"CL1.Comdty",92.35
"2719",2022-02-23,"BCOM.TR",244.282
"2720",2022-02-23,"GSCI.TR",3298.06
"2721",2022-02-23,"XAUUSD.Curncy",1909.01
"2722",2022-02-23,"S.P500.TR",8871.95
"2723",2022-02-23,"ABCTRI",6810.055664
"2724",2022-02-23,"CL1.Comdty",92.1
"2725",2022-02-24,"BCOM.TR",246.267
"2726",2022-02-24,"GSCI.TR",3341.861
"2727",2022-02-24,"XAUUSD.Curncy",1903.89
"2728",2022-02-24,"S.P500.TR",9005.37
"2729",2022-02-24,"ABCTRI",6817.745387
"2730",2022-02-24,"CL1.Comdty",92.81
"2731",2022-02-25,"BCOM.TR",240.1389
"2732",2022-02-25,"GSCI.TR",3266.911
"2733",2022-02-25,"XAUUSD.Curncy",1889.34
"2734",2022-02-25,"S.P500.TR",9207.85
"2735",2022-02-25,"ABCTRI",6680.507547
"2736",2022-02-25,"CL1.Comdty",91.59
"2737",2022-02-28,"BCOM.TR",244.7501
"2738",2022-02-28,"GSCI.TR",3369.301
"2739",2022-02-28,"XAUUSD.Curncy",1908.99
"2740",2022-02-28,"S.P500.TR",9186.37
"2741",2022-02-28,"ABCTRI",6805.089674
"2742",2022-02-28,"CL1.Comdty",95.72
"2743",2022-03-01,"BCOM.TR",254.8871
"2744",2022-03-01,"GSCI.TR",3558.34
"2745",2022-03-01,"XAUUSD.Curncy",1945.28
"2746",2022-03-01,"S.P500.TR",9044.47
"2747",2022-03-01,"ABCTRI",7011.652898
"2748",2022-03-01,"CL1.Comdty",103.41
"2749",2022-03-02,"BCOM.TR",260.8818
"2750",2022-03-02,"GSCI.TR",3734.894
"2751",2022-03-02,"XAUUSD.Curncy",1928.72
"2752",2022-03-02,"S.P500.TR",9213.39
"2753",2022-03-02,"ABCTRI",7079.185535
"2754",2022-03-02,"CL1.Comdty",110.6
"2755",2022-03-03,"BCOM.TR",262.6514
"2756",2022-03-03,"GSCI.TR",3733.847
"2757",2022-03-03,"XAUUSD.Curncy",1935.95
"2758",2022-03-03,"S.P500.TR",9166.13
